,year,cluster_reviewed,5/15,5/16,5/17,5/18,5/19,5/20,5/21,5/22,5/23,5/24,5/25,5/26,reviewer,notes
328,2022,RK913_0,1,,1,,,1,1,1,1,,1,,CC,
328,2023,RK913_0,,,,1,,1,,,,1,,,CC,
328,2024,RK913_0,,,,,,,,,,,,,CC,
329,2021,RK913_1,1,1,1,1,1,1,1,,1,1,1,1,CC,
329,2022,RK913_1,1,1,1,1,1,,,1,1,1,1,,CC,
329,2023,RK913_1,1,1,1,,1,1,1,1,1,1,1,1,CC,
329,2024,RK913_1,1,1,,1,1,1,1,1,,1,1,1,CC,
330,2021,RK917_0,1,1,1,1,1,1,1,1,,,,1,CC,
330,2022,RK917_0,1,1,1,1,1,1,1,,1,,1,1,CC,
330,2023,RK917_0,,1,1,1,1,1,1,1,1,1,1,1,CC,
330,2024,RK917_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
331,2021,RK920_0,,,,,,,,,,,,,CC,
331,2022,RK920_0,1,1,1,1,1,1,1,1,1,1,1,1,CC,
331,2023,RK920_0,,,,,,,,,,,,,CC,
331,2024,RK920_0,,,,,,,,,,,,,CC,
332,2021,RK920_1,,1,1,1,,,,,,,,,CC,
332,2022,RK920_1,,,,,,,,,,,,,CC,
332,2023,RK920_1,1,,1,1,1,1,,1,,1,1,,CC,
332,2024,RK920_1,,,,,,,,,,,,,CC,
333,2021,RK920_2,1,1,1,1,1,1,1,1,1,1,1,1,TR,
333,2022,RK920_2,,,,,,,,,,,,,TR,
333,2023,RK920_2,1,1,1,1,,1,1,1,1,1,1,1,TR,
333,2024,RK920_2,1,1,1,1,1,1,1,1,1,1,1,1,TR,
334,2021,RK920_3,,,,,,,,,,,,,TR,
334,2022,RK920_3,,,,,,,,,,,,,TR,
334,2023,RK920_3,,,,1,1,1,1,1,1,1,1,1,TR,
334,2024,RK920_3,1,1,1,1,1,1,1,1,1,1,1,1,TR,
335,2021,RK920_6,1,1,1,1,1,1,1,1,1,1,1,1,TR,
335,2022,RK920_6,,,,,,1,,,,,,,TR,
335,2023,RK920_6,1,1,1,1,1,1,1,,1,,,,TR,
335,2024,RK920_6,,,,,,,,,,,,,TR,
336,2021,RK921_0,,,,,,,,,,,,,TR,OVEN on 5/21 not the same 
336,2022,RK921_0,1,1,1,,,1,,1,1,1,1,1,TR,
336,2023,RK921_0,1,1,,,,1,1,1,,,,,TR,
336,2024,RK921_0,,,,,,,,,,,,,TR,
337,2021,RK921_1,,,,,,,,,,,,,TR,
337,2022,RK921_1,,,,,1,,,,,,,,TR,
337,2023,RK921_1,,,,,,,,,1,,,,TR,
337,2024,RK921_1,1,,,,,1,,,,1,,1,TR,
338,2021,RK921_2,1,1,1,1,1,1,1,1,,1,1,1,TR,
338,2022,RK921_2,,1,1,,,,,,1,,1,,TR,
338,2023,RK921_2,,,,,,,,,,,,,TR,
338,2024,RK921_2,1,1,1,1,1,1,,1,,,1,1,TR,
339,2021,RK923_0,,,,,,1,1,1,,,,,TR,
339,2022,RK923_0,,,,,,,,,,,,,TR,
339,2023,RK923_0,,,,,,,,,,,,,TR,
339,2024,RK923_0,,,,,,,,,,,,,TR,
340,2021,RK924_0,,1,1,1,1,,1,1,1,1,1,1,TR,
340,2022,RK924_0,1,1,1,1,1,1,,1,1,1,1,,TR,
340,2023,RK924_0,,,,,,,,,,,,,TR,
340,2024,RK924_0,,,,,,,,,,,,,TR,
341,2021,RK924_2,,1,,1,,1,1,1,,1,,,TR,
341,2022,RK924_2,,,,,,,,,,,,,TR,
341,2023,RK924_2,,1,,1,1,1,1,1,1,,1,,TR,
341,2024,RK924_2,,,,,,,,,,,,,TR,
342,2021,RK924_4,,,,,,,,,,,,,TR,
342,2022,RK924_4,,,,,,,,,,,,,TR,
342,2023,RK924_4,1,1,1,1,,,,1,1,1,1,1,TR,
342,2024,RK924_4,1,1,1,,,,1,1,1,,,1,TR,
343,2021,RK924_5,,,,,,,,,,,,,TR,
343,2022,RK924_5,,,,,,,,,,,,,TR,
343,2023,RK924_5,,,,,,,,,,,,,TR,
343,2024,RK924_5,1,1,1,1,1,1,1,1,1,1,1,1,TR,
344,2021,RK924_6,,,,,,,,,,,,,TR,
344,2022,RK924_6,1,1,1,1,1,1,1,1,1,1,1,1,TR,
344,2023,RK924_6,,,,,,,,,,,,,TR,
344,2024,RK924_6,,,,,,,,,,,,,TR,
345,2021,RK924_7,1,,,,,,1,1,,1,,,TR,
345,2022,RK924_7,,,1,1,,,,,,,,1,TR,Iffy on some of these (I did not include them)
345,2023,RK924_7,,,,,,,,,,,,,TR,
345,2024,RK924_7,,,,,,,,,,,,,TR,
346,2021,RK929_0,,,,,,,,,,,,,TR,
346,2022,RK929_0,1,1,1,1,1,,,,,,,,TR,
346,2023,RK929_0,1,1,1,1,1,1,,1,1,1,1,1,TR,
346,2024,RK929_0,,,1,,1,,,,,,,,TR,
347,2021,RK929_1,1,1,1,1,1,1,1,1,1,1,,1,TR,
347,2022,RK929_1,,,,,,,,,,,,,TR,
347,2023,RK929_1,,,,,,,,,,,,,TR,
347,2024,RK929_1,,,,,,,,,,,,,TR,
348,2021,RK929_2,1,1,1,1,1,1,1,,,1,1,1,TR,
348,2022,RK929_2,1,1,1,1,1,1,1,1,1,1,,,TR,
348,2023,RK929_2,,,,,,,,,,,,,TR,
348,2024,RK929_2,,,,,,,,,,,,,TR,
349,2021,RK929_3,,,,,,,,,,,,,TR,
349,2022,RK929_3,,,,,,,,,,,,,TR,Don't think this is the same individual
349,2023,RK929_3,1,1,,,,1,1,,,1,,1,TR,
349,2024,RK929_3,,,,,,,,,,,,,TR,
350,2021,RK929_4,,,,,,,,,,,,,TR,
350,2022,RK929_4,,1,1,1,1,,1,1,1,,1,1,TR,
350,2023,RK929_4,,1,,,,,,,,,,,TR,
350,2024,RK929_4,,,,,,,,,,,,,TR,
351,2021,RK931_0,,,,,,,,,,,,,TR,I don't think this is the same bird as the annotated examples
351,2022,RK931_0,,,,,,,,,,,,,TR,
351,2023,RK931_0,,,,,,,,,,,,,TR,
351,2024,RK931_0,,,1,1,1,1,1,1,1,,1,1,TR,
352,2021,RK931_1,,,,,,,,,,,,,TR,
352,2022,RK931_1,,,,,,,,,,,,,TR,
352,2023,RK931_1,1,1,1,,1,,,,1,1,,1,TR,
352,2024,RK931_1,1,,,,,1,1,,,,,,TR,
353,2021,RK931_2,,,,,,,,,,,,,TR,"Not convinced this is the same bird as the annotated examples, could be same as RK931_0_2021?"
353,2022,RK931_2,1,1,1,1,1,1,1,1,1,1,1,1,TR,This is the annotated individual
353,2023,RK931_2,,,,,,,,,,,,,TR,"Not convinced this is the same bird as the annotated examples, could be same as RK931_0_2021?"
353,2024,RK931_2,,,,,,,,,,,,,TR,
354,2021,RK931_3,,,,,,,,,,,,,TR,
354,2022,RK931_3,,,,,,,,,,,,,TR,
354,2023,RK931_3,,,,,,,,,,,,,TR,
354,2024,RK931_3,,,,,1,1,1,1,1,1,1,1,TR,
355,2021,RK934_0,,,,1,1,,1,,,,,,TR,
355,2022,RK934_0,,,,,,,,,,,,,TR,
355,2023,RK934_0,,,,,,,,,,,,,TR,
355,2024,RK934_0,,,,,,,,,,,,,TR,
356,2021,RK935_0,,,1,,,,,,,,,,TR,
356,2022,RK935_0,1,1,1,1,1,1,1,1,1,1,1,1,TR,
356,2023,RK935_0,1,1,1,,1,1,1,1,,,,1,TR,
356,2024,RK935_0,,,,,,,,,,,,,TR,
357,2021,RK935_1,1,1,1,1,1,1,1,1,1,1,1,1,TR,
357,2022,RK935_1,1,1,1,1,1,1,1,,1,1,,,TR,Not convinced 5/16-5/18 are same individual
357,2023,RK935_1,1,1,1,1,1,1,1,1,1,,1,,TR,
357,2024,RK935_1,1,1,,1,1,,,1,,,1,1,TR,
358,2021,RK936_0,1,,,1,1,1,1,,,,,,TR,
358,2022,RK936_0,,,,,1,,1,1,1,1,1,1,TR,
358,2023,RK936_0,,,,,,,,,,,,,TR,
358,2024,RK936_0,,,,,,,,,,,,,TR,
359,2021,RK936_1,,,,,,,,,,,,,TR,
359,2022,RK936_1,,,,,,,1,1,1,1,1,1,TR,
359,2023,RK936_1,1,,1,,,1,,,,,,,TR,
359,2024,RK936_1,,,,,,,,,,,,,TR,
360,2021,RK943_0,,,,,,,,,,,,,TR,
360,2022,RK943_0,1,1,1,1,,,1,,1,1,1,1,TR,
360,2023,RK943_0,,,,,,,,,,,,,TR,
360,2024,RK943_0,,,,,,,,,,,,,TR,
361,2021,RK943_1,,,,,,,,,,,,,TR,
361,2022,RK943_1,,,,,,,,,,,,,TR,
361,2023,RK943_1,,,,,,,,,,,,,TR,
361,2024,RK943_1,1,1,1,,1,1,1,,,1,1,1,TR,
362,2021,RK944_0,,,,,,,,,,,,,TR,
362,2022,RK944_0,,,,,,,,,,,,,TR,
362,2023,RK944_0,1,1,1,,1,1,1,,1,1,1,1,TR,
362,2024,RK944_0,,,,,,,,,,,,,TR,
363,2021,RK944_1,1,1,1,1,1,1,,,,,1,1,TR,
363,2022,RK944_1,,,,,,,,,,,,,TR,
363,2023,RK944_1,,,,,,,,,,,,,TR,
363,2024,RK944_1,,,,,,,,,,,,,TR,
364,2021,RK944_2,,,,,,,,,,,,,TR,
364,2022,RK944_2,,,,,,,1,1,,1,1,1,TR,This is the annotated individual
364,2023,RK944_2,,,,,,,,,,,,,TR,
364,2024,RK944_2,,,,,,,,,,,,,TR,I think this is a different individual from the one in 2022
365,2021,RK944_3,,,,,,,,,,,,,TR,
365,2022,RK944_3,,,,1,1,1,1,1,1,1,1,1,TR,
365,2023,RK944_3,1,1,1,1,1,1,1,1,1,1,1,1,TR,
365,2024,RK944_3,1,,,1,1,1,1,1,1,1,1,1,TR,
366,2021,RK949_0,1,1,1,1,1,1,1,1,1,1,1,1,TR,
366,2022,RK949_0,1,1,1,1,1,1,1,1,1,1,,1,TR,
366,2023,RK949_0,1,1,1,1,1,1,1,1,1,1,1,1,TR,
366,2024,RK949_0,1,1,1,1,1,1,1,1,1,1,1,1,TR,
367,2021,RK954_0,1,,,,,,1,1,,,1,,TR,
367,2022,RK954_0,,,,,,,,,,,,,TR,
367,2023,RK954_0,,,,,,,,,,,,,TR,
367,2024,RK954_0,,,,,,,,,,,,,TR,
368,2021,RK955_1,,,,,,,,,,,,,TR,
368,2022,RK955_1,,,,,,,,,,,,,TR,
368,2023,RK955_1,1,1,1,1,,,1,,,,,,TR,
368,2024,RK955_1,,,,,,,,,,,,,TR,
369,2021,RK958_0,,,,,,,,,,,,,TR,
369,2022,RK958_0,1,1,1,1,1,1,1,1,1,1,1,1,TR,
369,2023,RK958_0,,1,1,1,1,,1,1,,,1,1,TR,
369,2024,RK958_0,,,1,,,1,,1,,,1,,TR,
370,2021,RK958_1,,,,,,,,,,,,,SL,
370,2022,RK958_1,1,1,1,1,1,1,1,1,1,1,1,1,SL,
370,2023,RK958_1,1,1,1,1,1,,,1,,,,,SL,
370,2024,RK958_1,1,1,1,,,1,1,,,,,1,SL,
371,2021,RK958_2,,,,,,,,,,,,,SL,
371,2022,RK958_2,,,,,,,,,,,,,SL,
371,2023,RK958_2,1,1,1,1,1,1,1,,,1,1,,SL,
371,2024,RK958_2,,,,,,,,,,,,,SL,
372,2021,RK958_3,,,,,,,,,,,,,SL,
372,2022,RK958_3,,,,1,,1,,1,1,,,,SL,
372,2023,RK958_3,1,,,1,1,1,1,1,1,1,1,1,SL,
372,2024,RK958_3,1,1,,,,,,,,,,,SL,
373,2021,RK958_5,,,,,,,,,,,,,SL,
373,2022,RK958_5,1,,,,,,,,,,,,SL,
373,2023,RK958_5,,,,,,,,,,,,,SL,
373,2024,RK958_5,1,1,1,1,1,1,1,,1,1,1,1,SL,
374,2021,RK958_6,1,1,1,1,1,1,1,1,1,1,1,1,SL,
374,2022,RK958_6,,,,,,,,,,,,,SL,
374,2023,RK958_6,,,,,,,,,,,,,SL,
374,2024,RK958_6,,,,,,,,,,,,,SL,
375,2021,RK958_7,1,1,,1,1,1,1,1,1,1,1,1,SL,
375,2022,RK958_7,,,,,,,,,,,,,SL,
375,2023,RK958_7,,,,,,,,,,,,,SL,
375,2024,RK958_7,,,,,,,,,,,,,SL,
376,2021,RK961_0,,1,1,1,1,1,1,1,1,1,,1,SL,
376,2022,RK961_0,,,,,,,,,,,,,SL,
376,2023,RK961_0,,,,,,,,,,,,,SL,
376,2024,RK961_0,,,,,,,,,,,,,SL,
377,2021,RK961_2,,,,,,,,,,,,,SL,
377,2022,RK961_2,1,1,,,1,1,,1,,,,,SL,
377,2023,RK961_2,1,1,1,1,1,,,1,1,,1,,SL,
377,2024,RK961_2,,,,,,,,,,,,,SL,
378,2021,RK961_3,,,,,,,,,,,,,SL,
378,2022,RK961_3,,,,,,,,,,,,,SL,
378,2023,RK961_3,,,,,,,,,,,,,SL,
378,2024,RK961_3,1,1,,1,1,1,,1,1,1,1,1,SL,
379,2021,RK962_0,,,,,,,,,,,,,SL,
379,2022,RK962_0,,,,,,,,,,,,,SL,
379,2023,RK962_0,,,,,,,,,,,,,SL,
379,2024,RK962_0,,,1,,1,1,1,1,1,,,,SL,
380,2021,RK962_2,1,1,1,1,1,,1,,,1,1,1,SL,
380,2022,RK962_2,1,1,,1,1,,,1,,1,,,SL,
380,2023,RK962_2,,,,1,,,1,1,,,,,SL,
380,2024,RK962_2,,1,1,,1,,1,1,,,1,,SL,
381,2021,RK964_0,1,1,1,1,1,1,1,,,,1,,SL,
381,2022,RK964_0,,,,,,,,,,,,,SL,
381,2023,RK964_0,,,,,,,,,,,,,SL,
381,2024,RK964_0,,,,,,,,,,,,,SL,
382,2021,RK964_1,1,1,1,1,1,1,1,1,1,1,1,1,SL,
382,2022,RK964_1,1,1,1,1,1,1,1,1,1,1,1,1,SL,
382,2023,RK964_1,1,1,1,1,1,1,1,1,1,,,,SL,
382,2024,RK964_1,,,1,,1,1,,1,1,,,,SL,
383,2021,RK964_3,,,,,,,,,,,,,SL,
383,2022,RK964_3,,,,,,,,,,,,,SL,
383,2023,RK964_3,,,,,,,,,,,,,SL,
383,2024,RK964_3,,,1,,,,1,,,1,1,1,SL,
384,2021,RK964_4,1,1,,1,1,,1,1,1,,1,1,SL,
384,2022,RK964_4,1,1,1,1,1,1,1,1,1,1,1,1,SL,
384,2023,RK964_4,1,1,1,1,1,1,,1,,1,,,SL,
384,2024,RK964_4,,,,,,,,,,,,,SL,
385,2021,RK966_0,,,,,,,,,,,,,SL,
385,2022,RK966_0,,,,,,,,,,,1,,SL,
385,2023,RK966_0,,,,,,1,,,,,,,SL,
385,2024,RK966_0,,,1,,,,1,,,,1,,SL,
386,2021,RK966_1,1,1,1,,1,1,1,1,1,,,,SL,
386,2022,RK966_1,,1,1,1,,,,1,1,,1,,SL,
386,2023,RK966_1,,1,1,,1,1,1,1,1,1,,,SL,
386,2024,RK966_1,,1,1,1,1,1,1,1,,,1,,SL,
387,2021,RK974_0,,,,,,,1,,,,,,SL,
387,2022,RK974_0,,,,,,,,,,,,1,SL,
387,2023,RK974_0,,,,,,,,,,,,,SL,
387,2024,RK974_0,,,,1,,,,,,,,,SL,
388,2021,RK974_1,1,1,,,1,1,,,1,,,,SL,
388,2022,RK974_1,,,,,,,,,,,,,SL,
388,2023,RK974_1,1,1,1,1,1,1,1,,,,,,SL,
388,2024,RK974_1,,1,,1,1,1,1,1,1,1,,1,SL,
389,2021,RK976_0,,,,,,,,,,,,,SL,
389,2022,RK976_0,,,,,,,,,,,,,SL,
389,2023,RK976_0,,,,,,,,,,,,,SL,
389,2024,RK976_0,,,1,1,1,1,1,1,,,,,SL,
390,2021,RK976_1,,,,,,,,,,,,,SL,
390,2022,RK976_1,,,,,,,,,,,,,SL,
390,2023,RK976_1,,,,,,,,,,,,,SL,
390,2024,RK976_1,,,,,,,,,,1,1,1,SL,
391,2021,RK976_2,,,,,,,,,,,,,SL,
391,2022,RK976_2,,,,,,,,,,,,,SL,
391,2023,RK976_2,,,,,,,,,,,,,SL,
391,2024,RK976_2,,,,,,,,,1,1,1,1,SL,
392,2021,RK976_3,1,1,1,1,1,1,1,1,1,1,1,,SL,
392,2022,RK976_3,,,,,,,,,,,,,SL,
392,2023,RK976_3,,,,,,,,,,,,,SL,
392,2024,RK976_3,,,,,,,,,,,,,SL,
393,2021,RK976_4,,,,,,,,,,,,,SL,
393,2022,RK976_4,1,1,1,1,1,1,1,,,,,,SL,
393,2023,RK976_4,1,1,1,1,1,1,1,1,1,1,,,SL,
393,2024,RK976_4,,,,,,,,,,,,,SL,
394,2021,RK976_5,1,1,1,1,,,,,,1,,,SL,
394,2022,RK976_5,1,1,1,1,1,,1,,,,,,SL,
394,2023,RK976_5,,,,,,,,,,,,,SL,
394,2024,RK976_5,,,,,,,,,,,,,SL,
395,2021,RK983_0,,,,,,,,,,,,,SL,"very similar to 2024 bird, but I think its different"
395,2022,RK983_0,,,,,,,,,,,,,SL,
395,2023,RK983_0,,,,,,,,,,,,,SL,
395,2024,RK983_0,1,1,1,1,1,1,1,1,1,1,1,1,SL,
396,2021,RK983_2,,,,,,,,,,,,,SL,
396,2022,RK983_2,,,1,1,,,1,1,1,,1,,SL,
396,2023,RK983_2,,,1,1,,,1,1,1,,1,,SL,
396,2024,RK983_2,1,1,1,1,1,1,1,,,1,1,,SL,
397,2021,RK984_1,,,,,,,,,,,,,SL,
397,2022,RK984_1,,,,,,,,,,,,,SL,
397,2023,RK984_1,,,,,,,,,1,1,,,SL,
397,2024,RK984_1,1,1,1,1,,,1,1,1,,1,1,SL,
398,2021,RK986_0,,,,,,,,,,,,,SL,
398,2022,RK986_0,,,,,,,,,,,,,SL,
398,2023,RK986_0,,,,,,,,,,,,,SL,
398,2024,RK986_0,1,1,1,1,1,1,1,1,,1,1,1,SL,
399,2021,RK986_1,1,1,1,1,1,1,1,1,1,1,1,1,SL,
399,2022,RK986_1,,,,,,,,,,,,,SL,
399,2023,RK986_1,,,,,,,,,,,,,SL,
399,2024,RK986_1,,,,,,,,,,,,,SL,
400,2021,RK986_2,,,,,,,,,,,,,SL,
400,2022,RK986_2,,,,,,,,,,,,,SL,
400,2023,RK986_2,,,,,,,1,1,1,,,,SL,
400,2024,RK986_2,,,,,,,,,,,,,SL,
401,2021,RK986_3,,,,,,,,,,,,,SL,
401,2022,RK986_3,,,,,,,,,,,,,SL,
401,2023,RK986_3,1,,,,1,1,1,1,1,1,1,1,SL,
401,2024,RK986_3,,,,,,,,,,,,,SL,
402,2021,RK986_4,,,,,,,,,,,,,SL,
402,2022,RK986_4,1,1,1,1,1,,1,1,1,1,1,,SL,
402,2023,RK986_4,,,,,,,,,,,,,SL,
402,2024,RK986_4,,,,,,,,,,,,,SL,
403,2021,RK990_0,1,1,1,1,1,1,1,1,1,1,1,1,SL,
403,2022,RK990_0,1,1,1,1,1,1,1,1,,1,,1,SL,
403,2023,RK990_0,1,1,1,1,1,,,,,1,,1,SL,
403,2024,RK990_0,,,,,,,,,,,,,SL,
404,2021,RK990_1,1,1,1,1,1,1,1,1,1,1,1,1,SL,
404,2022,RK990_1,,,1,,,1,,,,,,,SL,
404,2023,RK990_1,,1,,,1,1,,,1,,,,SL,
404,2024,RK990_1,1,1,1,1,1,1,1,1,,1,1,1,SL,
